Date,Store_ID,lat_lon,highest_temperature,precipitation_percent,precipitation_mm,weather_code
2025-10-26,RH,33.9744:-117.8903,73.4,0,0.0,3
2025-10-27,RH,33.9744:-117.8903,73.2,0,0.0,3
2025-10-28,RH,33.9744:-117.8903,87.5,0,0.0,1
2025-10-29,RH,33.9744:-117.8903,89.2,0,0.0,0
2025-10-30,RH,33.9744:-117.8903,85.0,0,0.0,0
2025-10-31,RH,33.9744:-117.8903,76.1,0,0.0,3
2025-11-01,RH,33.9744:-117.8903,75.3,0,0.0,3
2025-11-02,RH,33.9744:-117.8903,73.9,0,0.0,3
2025-11-03,RH,33.9744:-117.8903,72.8,0,0.0,3
2025-11-04,RH,33.9744:-117.8903,73.5,0,0.0,3
2025-11-05,RH,33.9744:-117.8903,70.1,0,0.0,3
2025-11-06,RH,33.9744:-117.8903,70.8,0,0.0,3
2025-11-07,RH,33.9744:-117.8903,77.3,0,0.0,3
2025-11-08,RH,33.9744:-117.8903,75.9,0,0.0,3
2025-11-09,RH,33.9744:-117.8903,83.8,0,0.0,3
2025-11-10,RH,33.9744:-117.8903,89.3,0,0.0,3
2025-11-11,RH,33.9744:-117.8903,78.9,0,0.0,3
2025-11-12,RH,33.9744:-117.8903,72.0,0,0.0,3
2025-11-13,RH,33.9744:-117.8903,75.3,0,0.1,51
2025-11-14,RH,33.9744:-117.8903,61.3,0,38.5,63
2025-11-15,RH,33.9744:-117.8903,61.2,0,48.6,63
2025-11-16,RH,33.9744:-117.8903,59.2,0,9.7,63
2025-11-17,RH,33.9744:-117.8903,62.9,0,19.7,63
2025-11-18,RH,33.9744:-117.8903,58.1,0,0.6,53
2025-11-19,RH,33.9744:-117.8903,59.8,0,0.1,51
2025-11-20,RH,33.9744:-117.8903,58.2,0,34.2,65
2025-11-21,RH,33.9744:-117.8903,62.5,0,26.9,63
2025-11-22,RH,33.9744:-117.8903,63.1,0,0.0,3
2025-11-23,RH,33.9744:-117.8903,66.1,0,0.0,0
2025-11-24,RH,33.9744:-117.8903,65.4,0,0.0,3
2025-11-25,RH,33.9744:-117.8903,71.4,0,0.0,0
2025-11-26,RH,33.9744:-117.8903,74.1,0,0.0,3
2025-11-27,RH,33.9744:-117.8903,75.0,0,0.0,3
2025-11-28,RH,33.9744:-117.8903,69.9,0,0.0,1
2025-11-29,RH,33.9744:-117.8903,67.3,0,0.0,3
2025-11-30,RH,33.9744:-117.8903,62.7,0,0.0,3
2025-12-01,RH,33.9744:-117.8903,67.5,0,0.0,3
2025-12-02,RH,33.9744:-117.8903,65.3,0,0.0,3
2025-12-03,RH,33.9744:-117.8903,62.3,0,0.2,51
2025-12-04,RH,33.9744:-117.8903,65.1,0,0.0,3
2025-12-05,RH,33.9744:-117.8903,66.3,0,0.0,0
2025-12-06,RH,33.9744:-117.8903,69.3,0,0.0,0
2025-12-07,RH,33.9744:-117.8903,74.3,0,0.0,0
2025-12-08,RH,33.9744:-117.8903,76.1,0,0.0,1
2025-12-09,RH,33.9744:-117.8903,80.3,0,0.0,0
2025-12-10,RH,33.9744:-117.8903,81.9,0,0.0,0
2025-12-11,RH,33.9744:-117.8903,81.0,0,0.0,0
2025-12-12,RH,33.9744:-117.8903,75.7,0,0.0,3
2025-12-13,RH,33.9744:-117.8903,68.8,0,0.0,3
2025-12-14,RH,33.9744:-117.8903,68.6,0,0.0,3
2025-12-15,RH,33.9744:-117.8903,68.1,0,0.0,3
2025-12-16,RH,33.9744:-117.8903,70.7,0,0.0,2
2025-12-17,RH,33.9744:-117.8903,63.4,0,0.0,3
2025-12-18,RH,33.9744:-117.8903,76.5,0,0.0,3
2025-12-19,RH,33.9744:-117.8903,73.1,0,0.0,3
2025-12-20,RH,33.9744:-117.8903,64.5,0,0.0,3
2025-12-21,RH,33.9744:-117.8903,70.2,0,0.0,3
2025-12-22,RH,33.9744:-117.8903,67.6,0,0.0,3
2025-12-23,RH,33.9744:-117.8903,60.0,0,4.9,63
2025-12-24,RH,33.9744:-117.8903,61.5,0,60.3,65
2025-12-25,RH,33.9744:-117.8903,63.4,0,16.5,63
2025-12-26,RH,33.9744:-117.8903,55.4,0,42.3,63
2025-12-27,RH,33.9744:-117.8903,59.6,0,0.1,51
2025-12-28,RH,33.9744:-117.8903,60.4,0,0.0,0
2025-12-29,RH,33.9744:-117.8903,66.2,0,0.0,3
2025-12-30,RH,33.9744:-117.8903,61.5,0,0.0,3
2025-12-31,RH,33.9744:-117.8903,62.6,0,17.3,63
2025-01-01,IR,33.6846:-117.8265,63.6,0,0.0,3
2025-01-02,IR,33.6846:-117.8265,72.4,0,0.0,3
2025-01-03,IR,33.6846:-117.8265,64.3,0,0.0,3
2025-01-04,IR,33.6846:-117.8265,62.2,0,0.0,3
2025-01-05,IR,33.6846:-117.8265,72.4,0,0.0,3
2025-01-06,IR,33.6846:-117.8265,71.4,0,0.0,3
2025-01-07,IR,33.6846:-117.8265,71.0,0,0.0,3
2025-01-08,IR,33.6846:-117.8265,71.8,0,0.0,3
2025-01-09,IR,33.6846:-117.8265,75.7,0,0.0,0
2025-01-10,IR,33.6846:-117.8265,71.8,0,0.0,0
2025-01-11,IR,33.6846:-117.8265,69.6,0,0.0,0
2025-01-12,IR,33.6846:-117.8265,69.9,0,0.0,0
2025-01-13,IR,33.6846:-117.8265,67.0,0,0.0,0
2025-01-14,IR,33.6846:-117.8265,69.7,0,0.0,0
2025-01-15,IR,33.6846:-117.8265,73.2,0,0.0,0
2025-01-16,IR,33.6846:-117.8265,64.6,0,0.0,3
2025-01-17,IR,33.6846:-117.8265,60.8,0,0.0,3
2025-01-18,IR,33.6846:-117.8265,62.4,0,0.0,1
2025-01-19,IR,33.6846:-117.8265,59.9,0,0.0,3
2025-01-20,IR,33.6846:-117.8265,70.3,0,0.0,3
2025-01-21,IR,33.6846:-117.8265,72.9,0,0.0,3
2025-01-22,IR,33.6846:-117.8265,83.7,0,0.0,3
2025-01-23,IR,33.6846:-117.8265,80.2,0,0.0,0
2025-01-24,IR,33.6846:-117.8265,71.7,0,0.0,3
2025-01-25,IR,33.6846:-117.8265,62.0,0,0.0,3
2025-01-26,IR,33.6846:-117.8265,57.7,0,3.0,53
2025-01-27,IR,33.6846:-117.8265,58.1,0,0.1,51
2025-01-28,IR,33.6846:-117.8265,58.5,0,0.0,3
2025-01-29,IR,33.6846:-117.8265,58.5,0,0.0,1
2025-01-30,IR,33.6846:-117.8265,57.8,0,0.4,51
2025-01-31,IR,33.6846:-117.8265,60.6,0,0.0,3
2025-02-01,IR,33.6846:-117.8265,67.7,0,0.0,3
2025-02-02,IR,33.6846:-117.8265,71.1,0,0.0,3
2025-02-03,IR,33.6846:-117.8265,64.5,0,0.0,3
2025-02-04,IR,33.6846:-117.8265,64.2,0,0.0,3
2025-02-05,IR,33.6846:-117.8265,64.9,0,1.1,51
2025-02-06,IR,33.6846:-117.8265,63.1,0,5.9,61
2025-02-07,IR,33.6846:-117.8265,61.1,0,6.3,61
2025-02-08,IR,33.6846:-117.8265,62.7,0,0.0,3
2025-02-09,IR,33.6846:-117.8265,66.5,0,0.0,3
2025-02-10,IR,33.6846:-117.8265,61.4,0,0.0,3
2025-02-11,IR,33.6846:-117.8265,61.1,0,0.0,3
2025-02-12,IR,33.6846:-117.8265,55.9,0,4.6,55
2025-02-13,IR,33.6846:-117.8265,59.5,0,40.9,65
2025-02-14,IR,33.6846:-117.8265,60.5,0,4.4,53
2025-02-15,IR,33.6846:-117.8265,64.4,0,0.0,3
2025-02-16,IR,33.6846:-117.8265,68.2,0,0.0,3
2025-02-17,IR,33.6846:-117.8265,65.4,0,0.0,3
2025-02-18,IR,33.6846:-117.8265,63.6,0,0.0,3
2025-02-19,IR,33.6846:-117.8265,68.3,0,0.0,3
2025-02-20,IR,33.6846:-117.8265,72.5,0,0.0,3
2025-02-21,IR,33.6846:-117.8265,72.9,0,0.0,3
2025-02-22,IR,33.6846:-117.8265,74.6,0,0.0,3
2025-02-23,IR,33.6846:-117.8265,76.3,0,0.0,0
2025-02-24,IR,33.6846:-117.8265,75.3,0,0.0,0
2025-02-25,IR,33.6846:-117.8265,75.1,0,0.0,0
2025-02-26,IR,33.6846:-117.8265,78.0,0,0.0,0
2025-02-27,IR,33.6846:-117.8265,82.7,0,0.0,3
2025-02-28,IR,33.6846:-117.8265,73.9,0,0.0,3
2025-03-01,IR,33.6846:-117.8265,64.0,0,4.0,63
2025-03-02,IR,33.6846:-117.8265,63.4,0,5.4,63
2025-03-03,IR,33.6846:-117.8265,62.7,0,0.0,3
2025-03-04,IR,33.6846:-117.8265,68.4,0,0.0,3
2025-03-05,IR,33.6846:-117.8265,60.6,0,14.9,63
2025-03-06,IR,33.6846:-117.8265,55.2,0,12.8,63
2025-03-07,IR,33.6846:-117.8265,58.8,0,0.9,53
2025-03-08,IR,33.6846:-117.8265,62.6,0,0.0,0
2025-03-09,IR,33.6846:-117.8265,71.2,0,0.0,0
2025-03-10,IR,33.6846:-117.8265,67.5,0,0.0,3
2025-03-11,IR,33.6846:-117.8265,60.5,0,10.0,63
2025-03-12,IR,33.6846:-117.8265,62.2,0,2.9,53
2025-03-13,IR,33.6846:-117.8265,55.9,0,15.9,63
2025-03-14,IR,33.6846:-117.8265,52.6,0,2.8,53
2025-03-15,IR,33.6846:-117.8265,61.3,0,0.0,3
2025-03-16,IR,33.6846:-117.8265,66.1,0,0.0,3
2025-03-17,IR,33.6846:-117.8265,63.8,0,1.1,53
2025-03-18,IR,33.6846:-117.8265,63.8,0,0.0,0
2025-03-19,IR,33.6846:-117.8265,74.8,0,0.0,3
2025-03-20,IR,33.6846:-117.8265,73.2,0,0.0,3
2025-03-21,IR,33.6846:-117.8265,74.8,0,0.0,3
2025-03-22,IR,33.6846:-117.8265,74.6,0,0.0,2
2025-03-23,IR,33.6846:-117.8265,71.3,0,0.0,2
2025-03-24,IR,33.6846:-117.8265,80.8,0,0.0,3
2025-03-25,IR,33.6846:-117.8265,73.9,0,0.0,3
2025-03-26,IR,33.6846:-117.8265,65.4,0,0.3,51
2025-03-27,IR,33.6846:-117.8265,68.5,0,0.1,51
2025-03-28,IR,33.6846:-117.8265,67.8,0,0.6,51
2025-03-29,IR,33.6846:-117.8265,67.7,0,0.0,3
2025-03-30,IR,33.6846:-117.8265,65.4,0,0.3,51
2025-03-31,IR,33.6846:-117.8265,66.3,0,2.6,53
2025-04-01,IR,33.6846:-117.8265,64.3,0,0.0,3
2025-04-02,IR,33.6846:-117.8265,64.5,0,0.0,1
2025-04-03,IR,33.6846:-117.8265,66.7,0,0.4,51
2025-04-04,IR,33.6846:-117.8265,72.5,0,0.0,1
2025-04-05,IR,33.6846:-117.8265,80.8,0,0.0,1
2025-04-06,IR,33.6846:-117.8265,82.8,0,0.0,0
2025-04-07,IR,33.6846:-117.8265,76.8,0,0.0,3
2025-04-08,IR,33.6846:-117.8265,79.4,0,0.0,3
2025-04-09,IR,33.6846:-117.8265,80.7,0,0.0,3
2025-04-10,IR,33.6846:-117.8265,80.0,0,0.0,3
2025-04-11,IR,33.6846:-117.8265,80.3,0,0.0,3
2025-04-12,IR,33.6846:-117.8265,74.5,0,0.0,3
2025-04-13,IR,33.6846:-117.8265,71.3,0,0.0,3
2025-04-14,IR,33.6846:-117.8265,69.6,0,0.0,3
2025-04-15,IR,33.6846:-117.8265,66.5,0,0.0,3
2025-04-16,IR,33.6846:-117.8265,65.2,0,0.8,51
2025-04-17,IR,33.6846:-117.8265,66.5,0,0.2,51
2025-04-18,IR,33.6846:-117.8265,63.4,0,0.1,51
2025-04-19,IR,33.6846:-117.8265,73.6,0,0.0,3
2025-04-20,IR,33.6846:-117.8265,73.9,0,0.0,3
2025-04-21,IR,33.6846:-117.8265,71.3,0,0.0,3
2025-04-22,IR,33.6846:-117.8265,68.5,0,0.0,3
2025-04-23,IR,33.6846:-117.8265,68.4,0,0.0,3
2025-04-24,IR,33.6846:-117.8265,68.9,0,0.2,51
2025-04-25,IR,33.6846:-117.8265,64.3,0,1.4,51
2025-04-26,IR,33.6846:-117.8265,60.3,0,3.3,61
2025-04-27,IR,33.6846:-117.8265,64.3,0,0.6,51
2025-04-28,IR,33.6846:-117.8265,68.5,0,0.0,3
2025-04-29,IR,33.6846:-117.8265,74.2,0,0.0,3
2025-04-30,IR,33.6846:-117.8265,70.5,0,0.0,3
2025-05-01,IR,33.6846:-117.8265,70.2,0,0.0,3
2025-05-02,IR,33.6846:-117.8265,70.9,0,0.0,3
2025-05-03,IR,33.6846:-117.8265,69.2,0,0.9,51
2025-05-04,IR,33.6846:-117.8265,65.1,0,7.9,63
2025-05-05,IR,33.6846:-117.8265,68.8,0,0.0,3
2025-05-06,IR,33.6846:-117.8265,67.9,0,0.3,51
2025-05-07,IR,33.6846:-117.8265,73.1,0,0.0,3
2025-05-08,IR,33.6846:-117.8265,78.6,0,0.0,3
2025-05-09,IR,33.6846:-117.8265,91.9,0,0.0,3
2025-05-10,IR,33.6846:-117.8265,96.9,0,0.0,3
2025-05-11,IR,33.6846:-117.8265,90.1,0,0.0,3
2025-05-12,IR,33.6846:-117.8265,73.3,0,0.0,3
2025-05-13,IR,33.6846:-117.8265,68.7,0,0.3,51
2025-05-14,IR,33.6846:-117.8265,73.4,0,0.0,3
2025-05-15,IR,33.6846:-117.8265,75.0,0,0.0,3
2025-05-16,IR,33.6846:-117.8265,71.2,0,0.1,51
2025-05-17,IR,33.6846:-117.8265,66.3,0,1.5,53
2025-05-18,IR,33.6846:-117.8265,72.4,0,0.0,3
2025-05-19,IR,33.6846:-117.8265,80.2,0,0.0,0
2025-05-20,IR,33.6846:-117.8265,87.2,0,0.0,1
2025-05-21,IR,33.6846:-117.8265,87.0,0,0.0,0
2025-05-22,IR,33.6846:-117.8265,81.4,0,0.0,3
2025-05-23,IR,33.6846:-117.8265,75.0,0,0.0,3
2025-05-24,IR,33.6846:-117.8265,71.9,0,0.2,51
2025-05-25,IR,33.6846:-117.8265,74.0,0,0.1,51
2025-05-26,IR,33.6846:-117.8265,74.8,0,0.0,3
2025-05-27,IR,33.6846:-117.8265,74.5,0,0.0,3
2025-05-28,IR,33.6846:-117.8265,72.7,0,0.0,3
2025-05-29,IR,33.6846:-117.8265,75.8,0,0.0,3
2025-05-30,IR,33.6846:-117.8265,90.0,0,0.0,3
2025-05-31,IR,33.6846:-117.8265,83.8,0,0.0,3
2025-06-01,IR,33.6846:-117.8265,78.6,0,0.2,51
2025-06-02,IR,33.6846:-117.8265,75.9,0,0.0,3
2025-06-03,IR,33.6846:-117.8265,75.4,0,0.6,53
2025-06-04,IR,33.6846:-117.8265,73.5,0,0.0,3
2025-06-05,IR,33.6846:-117.8265,72.4,0,0.4,51
2025-06-06,IR,33.6846:-117.8265,73.8,0,0.0,3
2025-06-07,IR,33.6846:-117.8265,73.4,0,0.0,3
2025-06-08,IR,33.6846:-117.8265,74.5,0,0.1,51
2025-06-09,IR,33.6846:-117.8265,75.4,0,0.3,51
2025-06-10,IR,33.6846:-117.8265,78.7,0,0.0,3
2025-06-11,IR,33.6846:-117.8265,77.9,0,0.0,3
2025-06-12,IR,33.6846:-117.8265,77.5,0,0.2,51
2025-06-13,IR,33.6846:-117.8265,77.5,0,0.0,3
2025-06-14,IR,33.6846:-117.8265,80.6,0,0.2,51
2025-06-15,IR,33.6846:-117.8265,89.3,0,0.0,3
2025-06-16,IR,33.6846:-117.8265,88.1,0,0.0,3
2025-06-17,IR,33.6846:-117.8265,89.4,0,0.0,3
2025-06-18,IR,33.6846:-117.8265,85.7,0,0.0,3
2025-06-19,IR,33.6846:-117.8265,78.4,0,0.2,51
2025-06-20,IR,33.6846:-117.8265,76.1,0,0.2,51
2025-06-21,IR,33.6846:-117.8265,74.8,0,0.0,3
2025-06-22,IR,33.6846:-117.8265,78.8,0,0.0,1
2025-06-23,IR,33.6846:-117.8265,75.0,0,0.0,3
2025-06-24,IR,33.6846:-117.8265,76.6,0,0.0,3
2025-06-25,IR,33.6846:-117.8265,78.2,0,0.0,3
2025-06-26,IR,33.6846:-117.8265,78.0,0,0.0,3
2025-06-27,IR,33.6846:-117.8265,79.6,0,0.0,3
2025-06-28,IR,33.6846:-117.8265,82.8,0,0.0,3
2025-06-29,IR,33.6846:-117.8265,82.5,0,0.0,3
2025-06-30,IR,33.6846:-117.8265,81.5,0,0.0,3
2025-07-01,IR,33.6846:-117.8265,78.2,0,0.0,3
2025-07-02,IR,33.6846:-117.8265,76.6,0,0.0,3
2025-07-03,IR,33.6846:-117.8265,77.0,0,0.0,3
2025-07-04,IR,33.6846:-117.8265,80.8,0,0.0,3
2025-07-05,IR,33.6846:-117.8265,84.2,0,0.0,3
2025-07-06,IR,33.6846:-117.8265,82.0,0,0.0,3
2025-07-07,IR,33.6846:-117.8265,78.9,0,0.0,3
2025-07-08,IR,33.6846:-117.8265,83.0,0,0.0,0
2025-07-09,IR,33.6846:-117.8265,85.2,0,0.0,3
2025-07-10,IR,33.6846:-117.8265,87.5,0,0.0,3
2025-07-11,IR,33.6846:-117.8265,80.0,0,0.0,3
2025-07-12,IR,33.6846:-117.8265,78.6,0,0.1,51
2025-07-13,IR,33.6846:-117.8265,79.0,0,0.0,3
2025-07-14,IR,33.6846:-117.8265,78.8,0,0.1,51
2025-07-15,IR,33.6846:-117.8265,78.1,0,0.0,3
2025-07-16,IR,33.6846:-117.8265,79.4,0,0.0,3
2025-07-17,IR,33.6846:-117.8265,79.8,0,0.0,1
2025-07-18,IR,33.6846:-117.8265,78.7,0,0.0,3
2025-07-19,IR,33.6846:-117.8265,77.8,0,0.1,51
2025-07-20,IR,33.6846:-117.8265,76.8,0,0.2,51
2025-07-21,IR,33.6846:-117.8265,76.8,0,0.1,51
2025-07-22,IR,33.6846:-117.8265,78.1,0,0.8,51
2025-07-23,IR,33.6846:-117.8265,79.2,0,0.2,51
2025-07-24,IR,33.6846:-117.8265,80.3,0,0.0,3
2025-07-25,IR,33.6846:-117.8265,77.9,0,0.1,51
2025-07-26,IR,33.6846:-117.8265,77.0,0,0.2,51
2025-07-27,IR,33.6846:-117.8265,78.9,0,0.0,3
2025-07-28,IR,33.6846:-117.8265,79.0,0,0.0,3
2025-07-29,IR,33.6846:-117.8265,79.8,0,0.0,3
2025-07-30,IR,33.6846:-117.8265,80.9,0,0.0,3
2025-07-31,IR,33.6846:-117.8265,82.1,0,0.0,3
2025-08-01,IR,33.6846:-117.8265,79.6,0,0.0,3
2025-08-02,IR,33.6846:-117.8265,82.3,0,0.0,3
2025-08-03,IR,33.6846:-117.8265,85.0,0,0.2,51
2025-08-04,IR,33.6846:-117.8265,83.3,0,0.0,3
2025-08-05,IR,33.6846:-117.8265,86.7,0,0.0,3
2025-08-06,IR,33.6846:-117.8265,90.0,0,0.0,3
2025-08-07,IR,33.6846:-117.8265,95.8,0,0.0,3
2025-08-08,IR,33.6846:-117.8265,88.5,0,0.0,3
2025-08-09,IR,33.6846:-117.8265,80.9,0,0.0,3
2025-08-10,IR,33.6846:-117.8265,83.0,0,0.0,3
2025-08-11,IR,33.6846:-117.8265,83.5,0,0.0,1
2025-08-12,IR,33.6846:-117.8265,82.4,0,0.0,3
2025-08-13,IR,33.6846:-117.8265,81.6,0,0.0,3
2025-08-14,IR,33.6846:-117.8265,80.6,0,0.0,3
2025-08-15,IR,33.6846:-117.8265,78.4,0,0.0,3
2025-08-16,IR,33.6846:-117.8265,79.3,0,0.0,3
2025-08-17,IR,33.6846:-117.8265,81.3,0,0.0,3
2025-08-18,IR,33.6846:-117.8265,83.7,0,0.0,3
2025-08-19,IR,33.6846:-117.8265,87.3,0,0.0,3
2025-08-20,IR,33.6846:-117.8265,91.9,0,0.0,3
2025-08-21,IR,33.6846:-117.8265,93.4,0,0.0,3
2025-08-22,IR,33.6846:-117.8265,94.8,0,0.0,1
2025-08-23,IR,33.6846:-117.8265,89.3,0,0.0,3
2025-08-24,IR,33.6846:-117.8265,88.5,0,0.0,1
2025-08-25,IR,33.6846:-117.8265,87.1,0,0.0,3
2025-08-26,IR,33.6846:-117.8265,82.9,0,0.0,2
2025-08-27,IR,33.6846:-117.8265,89.1,0,0.0,3
2025-08-28,IR,33.6846:-117.8265,84.7,0,0.0,3
2025-08-29,IR,33.6846:-117.8265,92.0,0,0.0,0
2025-08-30,IR,33.6846:-117.8265,91.9,0,0.0,0
2025-08-31,IR,33.6846:-117.8265,91.5,0,0.0,0
2025-09-01,IR,33.6846:-117.8265,89.2,0,0.0,3
2025-09-02,IR,33.6846:-117.8265,89.5,0,0.0,3
2025-09-03,IR,33.6846:-117.8265,91.4,0,0.0,0
2025-09-04,IR,33.6846:-117.8265,86.9,0,0.0,3
2025-09-05,IR,33.6846:-117.8265,84.7,0,0.0,3
2025-09-06,IR,33.6846:-117.8265,85.6,0,0.0,3
2025-09-07,IR,33.6846:-117.8265,90.1,0,0.0,1
2025-09-08,IR,33.6846:-117.8265,84.7,0,0.0,1
2025-09-09,IR,33.6846:-117.8265,79.9,0,0.0,3
2025-09-10,IR,33.6846:-117.8265,78.0,0,0.3,51
2025-09-11,IR,33.6846:-117.8265,79.4,0,0.0,3
2025-09-12,IR,33.6846:-117.8265,79.5,0,0.0,3
2025-09-13,IR,33.6846:-117.8265,79.7,0,0.0,3
2025-09-14,IR,33.6846:-117.8265,82.3,0,0.1,51
2025-09-15,IR,33.6846:-117.8265,85.1,0,0.0,3
2025-09-16,IR,33.6846:-117.8265,85.7,0,9.1,63
2025-09-17,IR,33.6846:-117.8265,90.7,0,0.5,51
2025-09-18,IR,33.6846:-117.8265,83.4,0,8.2,63
2025-09-19,IR,33.6846:-117.8265,83.4,0,0.0,3
2025-09-20,IR,33.6846:-117.8265,83.5,0,0.0,3
2025-09-21,IR,33.6846:-117.8265,81.1,0,1.8,61
2025-09-22,IR,33.6846:-117.8265,86.8,0,0.0,3
2025-09-23,IR,33.6846:-117.8265,88.3,0,0.0,2
2025-09-24,IR,33.6846:-117.8265,86.3,0,0.0,1
2025-09-25,IR,33.6846:-117.8265,79.7,0,0.0,3
2025-09-26,IR,33.6846:-117.8265,78.5,0,0.0,3
2025-09-27,IR,33.6846:-117.8265,79.6,0,0.0,3
2025-09-28,IR,33.6846:-117.8265,79.3,0,0.0,3
2025-09-29,IR,33.6846:-117.8265,78.8,0,0.0,2
2025-09-30,IR,33.6846:-117.8265,77.2,0,0.0,3
2025-10-01,IR,33.6846:-117.8265,79.0,0,0.0,2
2025-10-02,IR,33.6846:-117.8265,78.7,0,0.0,3
2025-10-03,IR,33.6846:-117.8265,75.8,0,0.4,51
2025-10-04,IR,33.6846:-117.8265,76.9,0,0.0,1
2025-10-05,IR,33.6846:-117.8265,77.8,0,0.0,3
2025-10-06,IR,33.6846:-117.8265,76.2,0,0.0,1
2025-10-07,IR,33.6846:-117.8265,76.6,0,0.0,3
2025-10-08,IR,33.6846:-117.8265,74.3,0,0.0,3
2025-10-09,IR,33.6846:-117.8265,83.6,0,4.1,61
2025-10-10,IR,33.6846:-117.8265,86.0,0,5.0,63
2025-10-11,IR,33.6846:-117.8265,76.5,0,0.0,1
2025-10-12,IR,33.6846:-117.8265,75.3,0,0.0,0
2025-10-13,IR,33.6846:-117.8265,69.4,0,0.3,51
2025-10-14,IR,33.6846:-117.8265,63.7,0,20.9,63
2025-10-15,IR,33.6846:-117.8265,68.0,0,0.2,51
2025-10-16,IR,33.6846:-117.8265,71.5,0,0.0,0
2025-10-17,IR,33.6846:-117.8265,79.8,0,0.0,0
2025-10-18,IR,33.6846:-117.8265,84.3,0,0.0,3
2025-10-19,IR,33.6846:-117.8265,83.1,0,0.0,3
2025-10-20,IR,33.6846:-117.8265,84.9,0,0.0,2
2025-10-21,IR,33.6846:-117.8265,79.8,0,0.4,51
2025-10-22,IR,33.6846:-117.8265,73.0,0,0.0,3
2025-10-23,IR,33.6846:-117.8265,73.9,0,0.0,3
2025-10-24,IR,33.6846:-117.8265,78.6,0,0.0,3
2025-10-25,IR,33.6846:-117.8265,71.9,0,0.0,3
2025-10-26,IR,33.6846:-117.8265,72.1,0,0.0,3
2025-10-27,IR,33.6846:-117.8265,73.7,0,0.0,3
2025-10-28,IR,33.6846:-117.8265,90.9,0,0.0,3
2025-10-29,IR,33.6846:-117.8265,94.5,0,0.0,1
2025-10-30,IR,33.6846:-117.8265,86.5,0,0.0,0
2025-10-31,IR,33.6846:-117.8265,74.5,0,0.0,3
2025-11-01,IR,33.6846:-117.8265,73.0,0,0.0,3
2025-11-02,IR,33.6846:-117.8265,72.1,0,0.0,3
2025-11-03,IR,33.6846:-117.8265,70.4,0,0.0,3
2025-11-04,IR,33.6846:-117.8265,70.9,0,0.0,3
2025-11-05,IR,33.6846:-117.8265,70.0,0,0.0,3
2025-11-06,IR,33.6846:-117.8265,71.7,0,0.0,3
2025-11-07,IR,33.6846:-117.8265,76.4,0,0.0,3
2025-11-08,IR,33.6846:-117.8265,73.9,0,0.0,3
2025-11-09,IR,33.6846:-117.8265,78.4,0,0.0,3
2025-11-10,IR,33.6846:-117.8265,80.0,0,0.0,3
2025-11-11,IR,33.6846:-117.8265,72.2,0,0.0,3
2025-11-12,IR,33.6846:-117.8265,70.3,0,0.0,3
2025-11-13,IR,33.6846:-117.8265,76.0,0,0.5,53
2025-11-14,IR,33.6846:-117.8265,65.1,0,42.6,63
2025-11-15,IR,33.6846:-117.8265,63.1,0,46.8,63
2025-11-16,IR,33.6846:-117.8265,62.7,0,15.1,63
2025-11-17,IR,33.6846:-117.8265,65.8,0,13.7,63
2025-11-18,IR,33.6846:-117.8265,60.4,0,2.6,61
2025-11-19,IR,33.6846:-117.8265,62.2,0,0.0,1
2025-11-20,IR,33.6846:-117.8265,60.9,0,13.7,63
2025-11-21,IR,33.6846:-117.8265,63.6,0,15.9,65
2025-11-22,IR,33.6846:-117.8265,65.7,0,0.0,3
2025-11-23,IR,33.6846:-117.8265,67.6,0,0.0,0
2025-11-24,IR,33.6846:-117.8265,66.2,0,0.0,3
2025-11-25,IR,33.6846:-117.8265,72.7,0,0.0,0
2025-11-26,IR,33.6846:-117.8265,76.6,0,0.0,3
2025-11-27,IR,33.6846:-117.8265,71.8,0,0.0,3
2025-11-28,IR,33.6846:-117.8265,69.4,0,0.0,0
2025-11-29,IR,33.6846:-117.8265,66.3,0,0.0,3
2025-11-30,IR,33.6846:-117.8265,63.5,0,0.0,3
2025-12-01,IR,33.6846:-117.8265,67.4,0,0.0,3
2025-12-02,IR,33.6846:-117.8265,65.3,0,0.0,3
2025-12-03,IR,33.6846:-117.8265,66.1,0,0.0,3
2025-12-04,IR,33.6846:-117.8265,69.5,0,0.0,3
2025-12-05,IR,33.6846:-117.8265,67.7,0,0.0,0
2025-12-06,IR,33.6846:-117.8265,68.1,0,0.0,0
2025-12-07,IR,33.6846:-117.8265,68.0,0,0.0,0
2025-12-08,IR,33.6846:-117.8265,74.4,0,0.0,0
2025-12-09,IR,33.6846:-117.8265,75.6,0,0.0,0
2025-12-10,IR,33.6846:-117.8265,78.4,0,0.0,0
2025-12-11,IR,33.6846:-117.8265,73.0,0,0.0,0
2025-12-12,IR,33.6846:-117.8265,69.8,0,0.0,3
2025-12-13,IR,33.6846:-117.8265,64.5,0,0.0,3
2025-12-14,IR,33.6846:-117.8265,65.1,0,0.0,3
2025-12-15,IR,33.6846:-117.8265,63.4,0,0.0,3
2025-12-16,IR,33.6846:-117.8265,65.1,0,0.0,3
2025-12-17,IR,33.6846:-117.8265,63.5,0,0.0,3
2025-12-18,IR,33.6846:-117.8265,72.4,0,0.0,3
2025-12-19,IR,33.6846:-117.8265,69.2,0,0.0,3
2025-12-20,IR,33.6846:-117.8265,62.9,0,0.0,3
2025-12-21,IR,33.6846:-117.8265,64.9,0,0.0,3
